name,domain,website,linkedin_url,industry,vertical,tier,status,headquarters,address,city,state,zip,phone,estimated_employees,estimated_revenue,total_beds,acute_beds,description,keywords,founded_year,twitter_url,facebook_url,logo_url,rural_urban,pay_type,source,source_id,apollo_id,recallwire_package,recallwire_price,recallwire_price_monthly,entity_type,parent_system,parent_system_id,tier,segment,individual_price,system_price,effective_price,priority_score,region,in_vantage,system_in_vantage
Musc Health Chester Medical Center,,,,Healthcare,healthcare,Enterprise,new,"Chester, SC",1 Medical Park Drive,Chester,SC,29706,+1 (803) 581-3151,492,123000000,82,16.0,,,,,,,Rural,PPS,us_hospital_list_2024,420019,,Enterprise,21600,1800.0,system_member,MUSC Health,musc_health,Enterprise,community,23460,3800.0,3800.0,32,Southeast,false,false
Tidelands Health,tidelandshealth.org,http://www.tidelandshealth.org,http://www.linkedin.com/company/tidelandshealth,Healthcare,healthcare,Enterprise,new,"Georgetown, SC",606 Black River Rd Drawer 1718,Georgetown,SC,29440,+1 (843) 652-1000,786,196500000,131,69.0,,,1990,https://twitter.com/tidelandshealth/,https://www.facebook.com/tidelandshealth,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/696f217fda1f1700011b181f/picture,Rural,MDH/RRC,us_hospital_list_2024,420020,5e57c5925c00fd0001920d8d,Enterprise,24000,2000.0,independent,,,Enterprise,community,24930,,24930,36,Southeast,false,false
St. Francis-Downtown,,,http://www.linkedin.com/company/st-francis-downtown,Healthcare,healthcare,Enterprise,new,"Greenville, SC",One St. Francis DR,Greenville,SC,29601,+1 (800) 805-5678,1470,367500000,245,327.0,,,,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,Urban,PPS,us_hospital_list_2024,420023,66e6ad2dfb48b00001cf04bc,Enterprise,30700.0,2558.33,independent,,,Enterprise,community,28350,,28350,42,Southeast,false,false
Musc Health Columbia Medical Center Downtown,,,,Healthcare,healthcare,Enterprise,new,"Columbia, SC",2435 Forest Drive,Columbia,SC,29204,+1 (803) 256-5300,1548,387000000,258,332.0,,,,,,,Urban,RRC,us_hospital_list_2024,420026,,Enterprise,31500.0,2625.0,system_member,MUSC Health,musc_health,Enterprise,regional,28740,4750.0,4750.0,35,Southeast,false,false
Anmed Health,,,,Healthcare,healthcare,Enterprise Plus,new,"Anderson, SC",800 N Fant St.,Anderson,SC,29621,+1 (864) 512-2830,3198,799500000,533,367.0,,,,,,,Urban,SCH,us_hospital_list_2024,420027,,Enterprise Plus,51700.0,4308.33,system_member,AnMed Health,anmed_health,Enterprise Plus,community,60990,6000.0,6000.0,32,Southeast,false,false
Colleton Medical Center,,,,Healthcare,healthcare,Enterprise,new,"Walterboro, SC",501 Robertson Boulevard,Walterboro,SC,29488,+1 (843) 782-2000,810,202500000,135,102.0,,,,,,,Rural,SCH,us_hospital_list_2024,420030,,Enterprise,24200,2016.67,independent,,,Enterprise,community,25050,,25050,42,Southeast,false,false
Prisma Health Greer Memorial Hospital,,,,Healthcare,healthcare,Enterprise,new,"Spartanburg, SC",1413 John B White SR Blvd Suite D,Spartanburg,SC,29306,+1 (864) 848-8200,492,123000000,82,74.0,,,,,,,Urban,PPS,us_hospital_list_2024,420033,,Enterprise,21600,1800.0,system_member,Prisma Health,prisma_health,Enterprise,community,23460,3800.0,3800.0,32,Southeast,true,true
Musc Health Lancaster Medical Center,,,,Healthcare,healthcare,Enterprise,new,"Lancaster, SC",800 W Meeting St.,Lancaster,SC,29720,+1 (803) 286-1481,1302,325500000,217,78.0,,,,,,,Rural,SCH/RRC,us_hospital_list_2024,420036,,Enterprise,29000.0,2416.67,system_member,MUSC Health,musc_health,Enterprise,regional,27510,4750.0,4750.0,35,Southeast,false,false
Prisma Health Hillcrest Hospital,,,,Healthcare,healthcare,Standard,new,"Simpsonville, SC",741 South East Main Street,Simpsonville,SC,29681,+1 (864) 454-6100,258,64500000,43,43.0,,,,,,,Urban,PPS,us_hospital_list_2024,420037,,Standard,5000,416.67,system_member,Prisma Health,prisma_health,Standard,community,5000,3800.0,3800.0,32,Southeast,true,true
Prisma Health Laurens County Hospital,,,,Healthcare,healthcare,Enterprise,new,"Clinton, SC",22725 Highway 76 East,Clinton,SC,29325,+1 (864) 833-9100,456,114000000,76,46.0,,,,,,,Rural,SCH,us_hospital_list_2024,420038,,Enterprise,21300,1775.0,system_member,Prisma Health,prisma_health,Enterprise,community,23280,3800.0,3800.0,32,Southeast,true,true
Cherokee Medical Center,cherokeermc.org,http://www.cherokeermc.org,http://www.linkedin.com/company/cherokee-regional-medical-center,Healthcare,healthcare,Enterprise,new,"Gaffney, SC",1530 N Limestone St.,Gaffney,SC,29340,+1 (712) 225-5101,750,187500000,125,24.0,,,1916,,https://facebook.com/crmcwellness,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/695e4be4935ada000124e90a/picture,Rural,PPS,us_hospital_list_2024,420043,64b2251e27247d000106973d,Enterprise,23800,1983.33,system_member,Spartanburg Regional Healthcare,spartanburg_regional,Enterprise,community,24750,4000.0,4000.0,32,Southeast,false,true
Kershaw Medical Center,,,,Healthcare,healthcare,Enterprise,new,"Camden, SC",1315 Roberts Street,Camden,SC,29020,+1 (803) 432-4311,714,178500000,119,99.0,,,,,,,Rural,PPS,us_hospital_list_2024,420048,,Enterprise,23400,1950.0,independent,,,Enterprise,community,24570,,24570,36,Southeast,false,false
Conway Medical Center,conwaymedicalcenter.com,http://www.conwaymedicalcenter.com,http://www.linkedin.com/company/conway-medical-center,Healthcare,healthcare,Enterprise,new,"Conway, SC",300 Singleton Ridge Road,Conway,SC,29526,+1 (843) 347-7111,1260,315000000,210,171.0,,,1928,https://twitter.com/conwaymed,https://facebook.com/ConwayMed/,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/69694eead17553000164f9dc/picture,Urban,PPS,us_hospital_list_2024,420049,5ed2648e057c150001fc4e90,Enterprise,28600.0,2383.33,independent,,,Enterprise,regional,27300,,27300,44,Southeast,false,false
Mcleod Regional Medical Center-Pee Dee,,,http://www.linkedin.com/company/mcleod-regional-medical-center-of-pee-dee-inc,Healthcare,healthcare,Enterprise Plus,new,"Florence, SC",555 E Cheves St. Box 8700,Florence,SC,29506,+1 (843) 777-2900,2766,691500000,461,524.0,,,,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,Urban,RRC,us_hospital_list_2024,420051,674c557c8439970001d9a30c,Enterprise Plus,48100.0,4008.33,system_member,McLeod Health,mcleod_health,Enterprise Plus,regional,58830,5000.0,5000.0,35,Southeast,false,false
Newberry County Memorial Hospital,,,,Healthcare,healthcare,Enterprise,new,"Newberry, SC",2669 Kinard St. Po Box 497,Newberry,SC,29108,+1 (803) 405-7145,540,135000000,90,48.0,,,,,,,Rural,SCH,us_hospital_list_2024,420053,,Enterprise,22000,1833.33,independent,,,Enterprise,community,23700,,23700,36,Southeast,false,false
Musc Health Marion Medical Center,,,,Healthcare,healthcare,Enterprise,new,"Mullins, SC",2829 E Hwy 76,Mullins,SC,29574,+1 (843) 431-2000,744,186000000,124,36.0,,,,,,,Rural,PPS,us_hospital_list_2024,420055,,Enterprise,23700,1975.0,system_member,MUSC Health,musc_health,Enterprise,community,24720,3800.0,3800.0,32,Southeast,false,false
Bon Secours-St Francis Xavier Hospital,ropersaintfrancis.com,http://www.ropersaintfrancis.com,http://www.linkedin.com/company/bon-secours-st.-francis-xavier-hospital,Healthcare,healthcare,Enterprise,new,"Charleston, SC",2095 Henry Tecklenburg Drive,Charleston,SC,29414,+1 (843) 724-2000,1224,306000000,204,186.0,,,1829,https://twitter.com/RoperStFrancis,https://facebook.com/roperstfrancis,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,Urban,PPS,us_hospital_list_2024,420065,59bb9801a6da9824664ee812,Enterprise,28300.0,2358.33,system_member,Bon Secours Mercy Health,bon_secours_mercy,Enterprise,community,27120,4500.0,4500.0,32,Southeast,false,true
Beaufort County Memorial Hospital,beaufortmemorialhospital.com,http://www.beaufortmemorialhospital.com,http://www.linkedin.com/company/beaufort-county-memorial-hospital,Healthcare,healthcare,Enterprise,new,"Beaufort, SC",955 Ribaut Rd,Beaufort,SC,29902,+1 (843) 522-5200,1182,295500000,197,167.0,,,1944,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,Rural,SCH/RRC,us_hospital_list_2024,420067,66f50e9d1326ce00013ffa5d,Enterprise,27800.0,2316.67,independent,,,Enterprise,community,26910,,26910,42,Southeast,false,false
Prisma Health Tuomey Hospital,,,,Healthcare,healthcare,Enterprise,new,"Sumter, SC",129 N Washington St.,Sumter,SC,29150,+1 (803) 296-2548,1698,424500000,283,161.0,,,,,,,Urban,RRC,us_hospital_list_2024,420070,,Enterprise,33000.0,2750.0,system_member,Prisma Health,prisma_health,Enterprise,community,29490,4750.0,4750.0,32,Southeast,true,true
Self Regional Healthcare,selfregional.org,http://www.selfregional.org,http://www.linkedin.com/company/self-regional-healthcare,Healthcare,healthcare,Enterprise,new,"Greenwood, SC",1325 Spring Street,Greenwood,SC,29646,+1 (864) 725-4150,2148,537000000,358,290.0,,,1951,https://twitter.com/SelfRegional,https://facebook.com/selfregional,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/696e0fb325bec10001c10a74/picture,Rural,SCH/RRC,us_hospital_list_2024,420071,54a1b17f74686942d333bf08,Enterprise,37500.0,3125.0,independent,,,Enterprise,regional,31740,,31740,44,Southeast,false,false
Hampton Regional Medical Center,hamptonregional.org,http://www.hamptonregional.org,http://www.linkedin.com/company/hampton-regional-medical-ctr,Healthcare,healthcare,Standard,new,"Varnville, SC",595 West Carolina Avenue,Varnville,SC,29944,+1 (800) 575-1435,192,48000000,32,32.0,,,1950,,https://www.facebook.com/HamptonRegional,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6967546fe35ba80001a3130b/picture,Rural,SCH,us_hospital_list_2024,420072,55f2ca42f3e5bb0b3200816c,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Southeast,false,false
Lexington Medical Center,,,,Healthcare,healthcare,Enterprise Plus,new,"West Columbia, SC",2720 Sunset Blvd,West Columbia,SC,29169,+1 (803) 791-2000,2760,690000000,460,541.0,,,,,,,Urban,PPS,us_hospital_list_2024,420073,,Enterprise Plus,48000.0,4000.0,system_member,Lexington Medical Center,lexington_medical_sc,Enterprise Plus,regional,58800,5000.0,5000.0,35,Southeast,false,false
Prisma Health Greenville Memorial Hospital,,,,Healthcare,healthcare,Enterprise Premier,new,"Greenville, SC",701 Grove Road,Greenville,SC,29605,+1 (864) 455-7000,5070,1267500000,845,712.0,,,,,,,Urban,RRC,us_hospital_list_2024,420078,,Enterprise Premier,76500.0,6375.0,system_member,Prisma Health,prisma_health,Enterprise Premier,community,100350,5700.0,5700.0,32,Southeast,true,true
Trident Medical Center,,,http://www.linkedin.com/company/trident-medical-center-llc,Healthcare,healthcare,Enterprise Plus,new,"Charleston, SC",9330 Medical Plaza DR,Charleston,SC,29406,+1 (888) 334-3868,2982,745500000,497,368.0,,,1975,https://twitter.com/TridentHealthPR,https://facebook.com/tridenthealth,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/670c8e9149941700018ae2f6/picture,Urban,PPS,us_hospital_list_2024,420079,55922cad73696418ae38ae00,Enterprise Plus,49900.0,4158.33,system_member,Trident Medical Center,trident_medical_hca,Enterprise Plus,regional,59910,5000.0,5000.0,35,Southeast,false,false
Hilton Head Regional Medical Center,,,http://www.linkedin.com/company/hilton-head-regional-medical-center,Healthcare,healthcare,Enterprise,new,"Hilton Head Island, SC",25 Hospital Center Blvd,Hilton Head Island,SC,29925,+1 (843) 681-6122,558,139500000,93,93.0,,,,,,,Urban,SCH,us_hospital_list_2024,420080,64f99e67f673a10001631e9c,Enterprise,22200,1850.0,independent,,,Enterprise,community,23790,,23790,36,Southeast,false,false
Aiken Regional Medical Center,aikenregional.com,http://www.aikenregional.com,http://www.linkedin.com/company/aiken-regional-medical-centers,Healthcare,healthcare,Enterprise,new,"Aiken, SC",302 University Parkway,Aiken,SC,29801,+1 (803) 641-5000,1638,409500000,273,211.0,,,1917,https://twitter.com/AikenRegionalMC,https://www.facebook.com/pages/Aiken-Regional-Medical-Centers/99774445931,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/695f0b0c88bd0b0001649c64/picture,Urban,PPS,us_hospital_list_2024,420082,54a1cb787468694012bc9011,Enterprise,32400.0,2700.0,independent,,,Enterprise,regional,29190,,29190,44,Southeast,false,false
Grand Strand Regional Medical Center,,,http://www.linkedin.com/company/grand-strand-regional-medical-center-llc,Healthcare,healthcare,Enterprise,new,"Myrtle Beach, SC",809 82nd Parkway,Myrtle Beach,SC,29572,+1 (843) 692-1000,2214,553500000,369,336.0,,,,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,Urban,RRC,us_hospital_list_2024,420085,559203137369641903cd1800,Enterprise,38200.0,3183.33,independent,,,Enterprise,regional,32070,,32070,44,Southeast,false,false
Prisma Health Baptist,,,,Healthcare,healthcare,Enterprise,new,"Columbia, SC",1330 Taylor at Marion St.,Columbia,SC,29220,+1 (803) 296-5678,2112,528000000,352,231.0,,,,,,,Urban,PPS,us_hospital_list_2024,420086,,Enterprise,37100.0,3091.67,system_member,Prisma Health,prisma_health,Enterprise,community,31560,4750.0,4750.0,32,Southeast,true,true
Roper Hospital,,,http://www.linkedin.com/company/roper-hospital,Healthcare,healthcare,Enterprise,new,"Charleston, SC",316 Calhoun St.,Charleston,SC,29401,+1 (843) 724-2800,2208,552000000,368,266.0,,,,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,Urban,PPS,us_hospital_list_2024,420087,5592291873696418f611a200,Enterprise,38100.0,3175.0,independent,,,Enterprise,community,32040,,32040,42,Southeast,false,false
East Cooper Medical Center,,,http://www.linkedin.com/company/east-cooper-medical-center,Healthcare,healthcare,Enterprise,new,"Mount Pleasant, SC",2000 Hospital DR,Mount Pleasant,SC,29464,+1 (843) 881-0100,840,210000000,140,120.0,,,,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6966b6e6ef42350001fd3fb9/picture,Urban,PPS,us_hospital_list_2024,420089,5ed90f928b1074000129c820,Enterprise,24500,2041.67,independent,,,Enterprise,community,25200,,25200,42,Southeast,false,false
Musc Health Florence Medical Center,,,,Healthcare,healthcare,Enterprise Plus,new,"Florence, SC",805 Pamplico Hwy Box 100550,Florence,SC,29505,+1 (843) 674-2500,2520,630000000,420,187.0,,,,,,,Urban,RRC,us_hospital_list_2024,420091,,Enterprise Plus,46000.0,3833.33,system_member,MUSC Health,musc_health,Enterprise Plus,regional,57600,4750.0,4750.0,35,Southeast,false,false
Tidelands Waccamaw Community Hospital,,,http://www.linkedin.com/company/tidelands-waccamaw-community-hospital,Healthcare,healthcare,Enterprise,new,"Murrells Inlet, SC",4070 Hwy 17,Murrells Inlet,SC,29576,+1 (843) 652-1000,744,186000000,124,125.0,,,,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,Rural,RRC,us_hospital_list_2024,420098,66fe1504cfcf2c0001e8bc21,Enterprise,23700,1975.0,independent,,,Enterprise,community,24720,,24720,36,Southeast,false,false
Coastal Carolina Hospital,,,http://www.linkedin.com/company/coastal-carolina-hospital,Healthcare,healthcare,Standard,new,"Hardeeville, SC",1000 Medical Center Drive,Hardeeville,SC,29927,+1 (843) 681-6122,246,61500000,41,41.0,,,2004,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66de1f7ef7ae0d0001bf6434/picture,Rural,PPS,us_hospital_list_2024,420101,5ed19d83beff4a0001cfb3c5,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Southeast,false,false
Prisma Health Patewood Hospital,,,,Healthcare,healthcare,Enterprise,new,"Greenville, SC",175 Patewood Drive,Greenville,SC,29615,+1 (864) 797-1000,432,108000000,72,64.0,,,,,,,Urban,PPS,us_hospital_list_2024,420102,,Enterprise,21100,1758.33,system_member,Prisma Health,prisma_health,Enterprise,community,23160,3800.0,3800.0,32,Southeast,true,true
Pelham Medical Center,,,http://www.linkedin.com/company/pelham-medical-center,Healthcare,healthcare,Standard,new,"Greer, SC",250 Westmoreland Road,Greer,SC,29651,+1 (864) 560-6554,288,72000000,48,48.0,,,,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac09a4ccae0001634980/picture,Urban,PPS,us_hospital_list_2024,420103,6738cc6c76b8ad0001275eb6,Standard,5000,416.67,system_member,Spartanburg Regional Healthcare,spartanburg_regional,Standard,community,5000,4000.0,4000.0,32,Southeast,false,true
Mount Pleasant Hospital,mymountpleasanthospital.com,http://www.mymountpleasanthospital.com,http://www.linkedin.com/company/mount-pleasant-hospital,Healthcare,healthcare,Enterprise,new,"Mount Pleasant, SC",3510 Highway 17 North Suite 140,Mount Pleasant,SC,29466,+1 (843) 606-7000,510,127500000,85,85.0,,,,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,Urban,PPS,us_hospital_list_2024,420104,670393f43ed40200016cd1dd,Enterprise,21800,1816.67,independent,,,Enterprise,community,23550,,23550,36,Southeast,false,false
Mcleod Loris Hospital,,,,Healthcare,healthcare,Enterprise,new,"Loris, SC",3655 Mitchell Street,Loris,SC,29569,+1 (843) 716-7000,630,157500000,105,155.0,,,,,,,Rural,PPS,us_hospital_list_2024,420105,,Enterprise,22800,1900.0,independent,,,Enterprise,community,24150,,24150,36,Southeast,false,false
Prisma Health Baptist Parkridge,,,,Healthcare,healthcare,Enterprise,new,"Columbia, SC",400 Palmetto Health Parkway,Columbia,SC,29212,+1 (803) 907-7011,456,114000000,76,76.0,,,,,,,Urban,PPS,us_hospital_list_2024,420106,,Enterprise,21300,1775.0,system_member,Prisma Health,prisma_health,Enterprise,community,23280,3800.0,3800.0,32,Southeast,true,true
Mcleod Health Cheraw,,,http://www.linkedin.com/company/mcleod-health-cheraw,Healthcare,healthcare,Enterprise,new,"Cheraw, SC",711 Chesterfield Highway,Cheraw,SC,29520,+1 (843) 537-7881,354,88500000,59,46.0,,,,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,Rural,PPS,us_hospital_list_2024,420107,672752720b702b000152ecd3,Enterprise,20400,1700.0,system_member,McLeod Health,mcleod_health,Enterprise,community,22770,4000.0,4000.0,32,Southeast,false,false
Union Medical Center,,,http://www.linkedin.com/company/union-medical-and-dental-center,Healthcare,healthcare,Enterprise,new,"Union, SC",322 West South Street,Union,SC,29379,+1 (702) 359-7403,858,214500000,143,15.0,,,,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66e7a70800e9e90001e83d1d/picture,Rural,PPS,us_hospital_list_2024,420108,65cc4bb52ae2ea00016d173b,Enterprise,24600,2050.0,independent,,,Enterprise,community,25290,,25290,42,Southeast,false,false
Mcleod Health Clarendon,,,http://www.linkedin.com/company/mcleod-health-clarendon,Healthcare,healthcare,Enterprise,new,"Manning, SC",10 East Hospital Street,Manning,SC,29102,+1 (803) 435-8463,486,121500000,81,49.0,,,1951,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac09a4ccae0001634980/picture,Rural,PPS,us_hospital_list_2024,420109,67438f41a6026100015e6463,Enterprise,21600,1800.0,system_member,McLeod Health,mcleod_health,Enterprise,community,23430,4000.0,4000.0,32,Southeast,false,false
Roper St. Francis Hospital-Berkely Inc,,,,Healthcare,healthcare,Enterprise,new,"Summerville, SC",300 Callen Blvd,Summerville,SC,29486,+1 (854) 529-3002,300,75000000,50,46.0,,,,,,,Urban,PPS,us_hospital_list_2024,420110,,Enterprise,20000,1666.67,independent,,,Enterprise,community,22500,,22500,36,Southeast,true,false
Allendale County Hospital,,,http://www.linkedin.com/company/allendale-county-hospital,Healthcare,healthcare,Standard,new,"Fairfax, SC",1787 Allendale Fairfax Rd,Fairfax,SC,29827,+1 (803) 632-3311,150,37500000,25,25.0,,,,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,Rural,CAH,us_hospital_list_2024,421300,66e5ea393ce0e40001646025,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Southeast,false,false
Abbeville Area Medical Center,abbevilleareamc.com,http://www.abbevilleareamc.com,http://www.linkedin.com/company/abbeville-area-medical-center,Healthcare,healthcare,Standard,new,"Abbeville, SC",420 Thomson Circle,Abbeville,SC,29620,+1 (864) 379-2345,150,37500000,25,25.0,,,2006,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,Rural,CAH,us_hospital_list_2024,421301,6648dbc37e2c63000184bf58,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Southeast,false,false
Edgefield County Healthcare an Affiliate of Self R,,,,Healthcare,healthcare,Standard,new,"Edgefield, SC",300 Ridge Medical Plaza,Edgefield,SC,29824,+1 (803) 637-3174,150,37500000,25,25.0,,,,,,,Rural,CAH,us_hospital_list_2024,421304,,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Southeast,false,false
Prairie Lakes Hospital,pl.vet,http://www.pl.vet,http://www.linkedin.com/company/prairielakespethospital,Healthcare,healthcare,Enterprise,new,"Watertown, SD",401 9th Avenue Nw Post Office Box 1210,Watertown,SD,57201,+1 (515) 219-7387,486,121500000,81,69.0,,,,,https://www.facebook.com/prairielakespethospital,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/683b140f08719200019679bb/picture,Rural,SCH,us_hospital_list_2024,430005,64210d6c8eb4120001176508,Enterprise,21600,1800.0,independent,,,Enterprise,community,23430,,23430,36,Midwest,false,false
Brookings Health System,brookingshealth.org,http://www.brookingshealth.org,http://www.linkedin.com/company/brookings-health-system,Healthcare,healthcare,Standard,new,"Brookings, SD",300 22nd Ave,Brookings,SD,57006,+1 (605) 696-9000,294,73500000,49,49.0,,,1907,https://twitter.com/brookingshealth,https://www.facebook.com/BrookingsHealth,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6957a89d05aeb90001099e43/picture,Rural,SCH,us_hospital_list_2024,430008,56db2c0af3e5bb706c008471,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Midwest,false,false
Avera Sacred Heart Hospital,,,http://www.linkedin.com/school/avera-sacred-heart-hospital,Healthcare,healthcare,Enterprise,new,"Yankton, SD",501 Summit St.,Yankton,SD,57078,+1 (605) 668-8000,864,216000000,144,42.0,,,,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6969d9711405ea00018f4625/picture,Rural,SCH/RRC,us_hospital_list_2024,430012,54a12ad269702d9ebc312602,Enterprise,24700,2058.33,system_member,Avera Health,avera_health,Enterprise,community,25320,3600.0,3600.0,32,Midwest,false,false
Avera St. Lukes,averastlukes.org,http://www.averastlukes.org,http://www.linkedin.com/company/avera-st-luke's-hospital,Healthcare,healthcare,Enterprise,new,"Aberdeen, SD",305 S State St. Post Office Box 4450,Aberdeen,SD,57401,+1 (605) 622-5000,654,163500000,109,50.0,,,,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66d52faeef40990001109362/picture,Rural,RRC,us_hospital_list_2024,430014,5d3693e0a3ae6193ab660843,Enterprise,23000,1916.67,system_member,Avera Health,avera_health,Enterprise,community,24270,3600.0,3600.0,32,Midwest,false,false
Avera St. Mary's Hospital,,,http://www.linkedin.com/company/avera-st-mary's-hosptial,Healthcare,healthcare,Enterprise,new,"Pierre, SD",801 E Sioux,Pierre,SD,57501,+1 (605) 224-3100,360,90000000,60,50.0,,,1899,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/5c2f99b380f93e0e91409221/picture,Rural,SCH,us_hospital_list_2024,430015,54a1277669702d95487f8900,Enterprise,20500,1708.33,system_member,Avera Health,avera_health,Enterprise,community,22800,3600.0,3600.0,32,Midwest,false,false
Avera Mckennan Hospital & University Health Center,,,http://www.linkedin.com/company/avera-mckennan-hospital-&-university-health-center,Healthcare,healthcare,Enterprise Plus,new,"Sioux Falls, SD",1325 S Cliff Ave,Sioux Falls,SD,57117,+1 (605) 322-5000,3030,757500000,505,547.0,,,1911,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6965d3227e230a0001130085/picture,Urban,RRC,us_hospital_list_2024,430016,54a12b1a69702d9ebc944b02,Enterprise Plus,50300.0,4191.67,system_member,Avera Health,avera_health,Enterprise Plus,academic,60150,5400.0,5400.0,36,Midwest,false,false
Sanford Usd Medical Center,,,http://www.linkedin.com/company/sanford-usd-medical-center,Healthcare,healthcare,Enterprise Plus,new,"Sioux Falls, SD",1305 W 18th St. Post Office Box 5039,Sioux Falls,SD,57117,+1 (605) 333-1000,3270,817500000,545,452.0,,,,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,Urban,RRC,us_hospital_list_2024,430027,6715ba285350580001c26dd1,Enterprise Plus,52300.0,4358.33,system_member,Sanford Health,sanford,Enterprise Plus,regional,61350,5400.0,5400.0,35,Midwest,false,false
Monument Health Spearfish Hospital,,,,Healthcare,healthcare,Standard,new,"Spearfish, SD",1440 N Main St.,Spearfish,SD,57783,+1 (605) 644-4000,264,66000000,44,27.0,,,,,,,Rural,SCH,us_hospital_list_2024,430048,,Standard,5000,416.67,system_member,Monument Health,monument_health,Standard,community,5000,4000.0,4000.0,32,Midwest,false,false
Monument Health Rapid City Hospital,,,,Healthcare,healthcare,Enterprise Plus,new,"Rapid City, SD",353 Fairmont Blvd,Rapid City,SD,57701,+1 (605) 755-1000,2502,625500000,417,385.0,,,,,,,Urban,SCH/RRC,us_hospital_list_2024,430077,,Enterprise Plus,45900.0,3825.0,system_member,Monument Health,monument_health,Enterprise Plus,community,57510,5000.0,5000.0,32,Midwest,false,false
Phs Indian Hospital at Rosebud,,,,Healthcare,healthcare,Standard,new,"Rosebud, SD",400 Soldier Creek Road,Rosebud,SD,57570,+1 (605) 747-2231,174,43500000,29,35.0,,,,,,,Rural,IHS,us_hospital_list_2024,430084,,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Midwest,false,false
Dunes Surgical Hospital,dunessurgicalhospital.com,http://www.dunessurgicalhospital.com,http://www.linkedin.com/company/dunes-surgical-hospital,Healthcare,healthcare,Standard,new,"Dakota Dunes, SD",600 N Sioux Point Road,Dakota Dunes,SD,57049,+1 (605) 232-3332,228,57000000,38,38.0,,,1994,,https://facebook.com/DunesSurgicalHospital/,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,Urban,PPS,us_hospital_list_2024,430089,6701de81c369df0001684610,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Midwest,false,false
Sioux Falls Specialty Hospital Llp,,,,Healthcare,healthcare,Standard,new,"Sioux Falls, SD",910 East 20th Street,Sioux Falls,SD,57105,+1 (605) 334-6730,198,49500000,33,33.0,,,,,,,Urban,PPS,us_hospital_list_2024,430090,,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Midwest,false,false
Black Hills Surgical Hospital Llp,,,http://www.linkedin.com/company/black-hills-surgical-hospital-llp,Healthcare,healthcare,Standard,new,"Rapid City, SD",216 Anamaria DR,Rapid City,SD,57703,+1 (605) 721-4700,156,39000000,26,26.0,,,,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,Urban,PPS,us_hospital_list_2024,430091,6724583d358b380001a94045,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Midwest,false,false
